,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Rank,Value,age,age_group,wealth_segment_binary,RFM_segments_predicted,RFM_score,customer_title,customer_title_description,customer_rank
109,Meriel,Tapp,Female,0,1995-08-13,VP Sales,IT,Mass Customer,N,No,5,65 Milwaukee Hill,3280,VIC,Australia,2,114,1.275,27,20-30,2,Gold,6,Losing Customer,"Purchases was a while ago, below average RFM value",7
110,Dolley,Starmont,Female,53,1977-11-08,Geologist IV,Manufacturing,Affluent Customer,N,No,18,4252 Dovetail Pass,4129,QLD,Australia,6,114,1.275,45,31-50,0,Bronze,4,Almost Lost Customer,"Very low recency, low frequency, but high amount spent",9
111,Frederik,Milan,Male,45,1997-11-13,Associate Professor,Health,Mass Customer,N,No,5,56 Riverside Street,2546,NSW,Australia,5,114,1.275,25,20-30,2,Silver,4,Almost Lost Customer,"Very low recency, low frequency, but high amount spent",9
112,Rollo,Louedey,Male,64,1946-07-09,Information Systems Manager,Telecommunications,Affluent Customer,N,Yes,17,7 Cascade Park,2089,NSW,Australia,9,114,1.275,76,71-92,0,Gold,5,High Risk Customer,"Purchase was long time ago, frequency is quite high, amount spent is high",8
113,Jerrine,Cosbey,Female,21,1978-01-11,Junior Executive,Financial Services,High Net Worth,N,Yes,6,29307 Russell Avenue,3094,VIC,Australia,9,114,1.275,45,31-50,1,Platinum,10,Becoming Loyal,"Relatively recent, bought more than once, spends large amount of money",3
114,Roddy,Rubinshtein,Male,37,1987-10-08,Nurse Practicioner,Retail,Mass Customer,N,Yes,4,3 Mcguire Crossing,4510,QLD,Australia,7,114,1.275,35,31-50,2,Platinum,3,Evasive Customer,"Very low recency, Very low frequency, small amount spent",10
115,Viki,Coutts,Female,2,1952-12-14,Automation Specialist II,Property,Mass Customer,N,Yes,7,6 Golf View Alley,2287,NSW,Australia,4,120,1.2625,70,51-70,2,Silver,5,High Risk Customer,"Purchase was long time ago, frequency is quite high, amount spent is high",8
116,Ashby,Bispham,Male,71,1981-10-29,Software Consultant,Retail,Affluent Customer,N,No,4,83716 Russell Lane,2145,NSW,Australia,8,120,1.2625,41,31-50,0,Silver,11,Very Loyal,"Most recent, buys often, spends large amount of money",2
117,Alexander,Broadbent,Male,57,1997-05-28,Desktop Support Technician,Financial Services,Mass Customer,N,No,9,265 Stephen Trail,2209,NSW,Australia,10,120,1.2625,25,20-30,2,Gold,10,Becoming Loyal,"Relatively recent, bought more than once, spends large amount of money",3
118,Teddy,Lagadu,Female,86,1969-07-20,Design Engineer,Financial Services,High Net Worth,N,No,6,2 Charing Cross Trail,2759,NSW,Australia,8,120,1.2625,53,51-70,1,Bronze,6,Losing Customer,"Purchases was a while ago, below average RFM value",7
119,Peria,Rantoull,Female,3,1975-03-13,Financial Analyst,Financial Services,Mass Customer,N,No,4,8350 Moulton Terrace,4500,QLD,Australia,4,120,1.2625,48,31-50,2,Gold,6,Losing Customer,"Purchases was a while ago, below average RFM value",7
120,Ludvig,Andren,Male,44,1941-02-22,Media Manager III,Financial Services,High Net Worth,N,Yes,15,578 Waywood Circle,4306,QLD,Australia,5,125,1.26171875,82,71-92,1,Silver,10,Becoming Loyal,"Relatively recent, bought more than once, spends large amount of money",3
121,Elsworth,Abbitt,Male,71,1956-02-08,Associate Professor,Health,Mass Customer,N,Yes,6,9722 Northport Way,3500,VIC,Australia,3,125,1.26171875,67,51-70,2,Silver,6,Losing Customer,"Purchases was a while ago, below average RFM value",7
122,Rebeca,Aggas,Female,66,1953-02-27,Social Worker,Health,Affluent Customer,N,No,21,7026 Katie Lane,3818,VIC,Australia,1,127,1.25,70,51-70,0,Silver,9,Recent Customer,"Bought recently, not very often, average money spent",4
123,Ricki,Dobrowski,Male,13,1975-03-10,Civil Engineer,Manufacturing,Mass Customer,N,Yes,9,8 Eggendart Pass,2835,NSW,Australia,1,127,1.25,48,31-50,2,Bronze,6,Losing Customer,"Purchases was a while ago, below average RFM value",7
124,Georgetta,Lovett,Female,42,1940-02-02,Editor,Retail,Mass Customer,N,No,12,1 Bluejay Place,4405,QLD,Australia,1,127,1.25,83,71-92,2,Gold,10,Becoming Loyal,"Relatively recent, bought more than once, spends large amount of money",3
125,Bambi,Cogger,Female,51,1990-07-12,Design Engineer,Retail,Affluent Customer,N,Yes,5,28970 Monument Lane,2560,NSW,Australia,7,127,1.25,32,31-50,0,Gold,5,High Risk Customer,"Purchase was long time ago, frequency is quite high, amount spent is high",8
126,Aurie,Rhead,Female,78,1962-07-28,Geological Engineer,Manufacturing,Affluent Customer,N,Yes,5,235 Mendota Court,2650,NSW,Australia,2,127,1.25,60,51-70,0,Gold,9,Recent Customer,"Bought recently, not very often, average money spent",4
127,Farris,Skettles,Male,38,1965-07-03,Payment Adjustment Coordinator,Financial Services,Mass Customer,N,Yes,13,49309 Redwing Lane,3240,VIC,Australia,7,132,1.2484375,57,51-70,2,Platinum,4,Almost Lost Customer,"Very low recency, low frequency, but high amount spent",9
128,Sharline,Abyss,Female,11,1960-03-18,Associate Professor,Financial Services,Mass Customer,N,Yes,15,367 Bay Point,4011,QLD,Australia,4,133,1.2375,63,51-70,2,Silver,8,Potential Customer,"Bought recently, never bought before, spent small amount",5
129,Nowell,Preddy,Male,29,1985-07-23,Associate Professor,Manufacturing,Mass Customer,N,No,9,932 Glendale Avenue,2173,NSW,Australia,9,133,1.2375,37,31-50,2,Platinum,7,Late bloomer,"No purchases recently, but RFM value is larger than average",6
130,Lacy,Drance,Female,27,1978-02-05,Graphic Designer,Manufacturing,Affluent Customer,N,Yes,14,492 Waywood Lane,2750,NSW,Australia,8,133,1.2375,45,31-50,0,Silver,10,Becoming Loyal,"Relatively recent, bought more than once, spends large amount of money",3
131,Padraig,Snel,Male,89,1970-11-08,Staff Accountant II,Financial Services,Mass Customer,N,No,19,12683 Mifflin Point,2114,NSW,Australia,7,133,1.2375,52,51-70,2,Platinum,5,High Risk Customer,"Purchase was long time ago, frequency is quite high, amount spent is high",8
132,Malorie,Votier,Female,90,1990-05-29,Graphic Designer,Manufacturing,Affluent Customer,N,No,4,6160 Weeping Birch Hill,4509,QLD,Australia,5,133,1.2375,32,31-50,0,Gold,9,Recent Customer,"Bought recently, not very often, average money spent",4
133,Shepperd,Ricards,Male,28,1967-09-27,Social Worker,Health,Mass Customer,N,Yes,16,7 Oakridge Lane,2284,NSW,Australia,4,133,1.2375,55,51-70,2,Bronze,9,Recent Customer,"Bought recently, not very often, average money spent",4
134,Daryl,Pauncefort,Female,12,1979-06-18,Community Outreach Specialist,Financial Services,Mass Customer,N,Yes,12,0 Dexter Parkway,2380,NSW,Australia,3,133,1.2375,43,31-50,2,Gold,5,High Risk Customer,"Purchase was long time ago, frequency is quite high, amount spent is high",8
135,Norina,Blakeway,Female,60,1980-02-11,Programmer Analyst II,Property,Mass Customer,N,Yes,3,75813 Lawn Lane,3081,VIC,Australia,8,133,1.2375,43,31-50,2,Gold,4,Almost Lost Customer,"Very low recency, low frequency, but high amount spent",9
136,My,Chaston,Male,92,1966-07-16,Desktop Support Technician,Manufacturing,Affluent Customer,N,Yes,16,74613 Northport Park,3765,VIC,Australia,9,133,1.2375,56,51-70,0,Platinum,7,Late bloomer,"No purchases recently, but RFM value is larger than average",6
137,Isak,Bergstram,Male,14,2001-03-08,Pharmacist,Health,Affluent Customer,N,Yes,15,68 Karstens Pass,2176,NSW,Australia,9,142,1.23515625,22,20-30,0,Silver,3,Evasive Customer,"Very low recency, Very low frequency, small amount spent",10
138,Grannie,Cracker,Male,28,1949-03-06,VP Marketing,Retail,Mass Customer,N,Yes,20,87254 Hermina Pass,4217,QLD,Australia,8,142,1.23515625,74,71-92,2,Silver,12,Platinum Customer,"Most recent buy, buys often, most spent",1
139,Welby,Lourenco,Male,6,1975-12-27,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,17,801 Atwood Alley,2138,NSW,Australia,9,144,1.234375,47,31-50,1,Gold,10,Becoming Loyal,"Relatively recent, bought more than once, spends large amount of money",3
140,Glenn,Casbourne,Female,4,1981-08-08,Senior Editor,Manufacturing,Mass Customer,N,No,6,2 Morrow Alley,4207,QLD,Australia,1,144,1.234375,41,31-50,2,Bronze,3,Evasive Customer,"Very low recency, Very low frequency, small amount spent",10
141,Nadiya,Balasini,Female,40,1950-11-05,Sales Associate,Financial Services,Mass Customer,N,No,15,92934 Mallory Trail,2164,NSW,Australia,9,146,1.225,72,71-92,2,Bronze,11,Very Loyal,"Most recent, buys often, spends large amount of money",2
142,Tyne,Coate,Female,82,1965-07-15,Developer II,Manufacturing,Mass Customer,N,No,17,90820 Thackeray Street,2218,NSW,Australia,8,146,1.225,57,51-70,2,Silver,10,Becoming Loyal,"Relatively recent, bought more than once, spends large amount of money",3
143,Christie,Anders,Male,38,1969-10-02,VP Marketing,Retail,Mass Customer,N,No,16,48 Ludington Plaza,2153,NSW,Australia,10,146,1.225,53,51-70,2,Silver,9,Recent Customer,"Bought recently, not very often, average money spent",4
144,Agnella,Capener,Female,58,1969-05-21,Teacher,Health,High Net Worth,N,No,19,49185 Derek Circle,3977,VIC,Australia,6,146,1.225,53,51-70,1,Bronze,3,Evasive Customer,"Very low recency, Very low frequency, small amount spent",10
145,Bernardine,Delmonti,Female,39,1971-03-31,Associate Professor,Property,Mass Customer,N,No,17,0721 Meadow Ridge Pass,2540,NSW,Australia,8,146,1.225,52,51-70,2,Gold,4,Almost Lost Customer,"Very low recency, low frequency, but high amount spent",9
146,Daisy,Spowart,Female,60,1967-12-18,Staff Accountant I,Health,Affluent Customer,N,Yes,4,115 Westridge Road,4570,QLD,Australia,3,146,1.225,55,51-70,0,Gold,3,Evasive Customer,"Very low recency, Very low frequency, small amount spent",10
147,Denys,Minshall,Female,30,1961-12-26,Environmental Tech,Manufacturing,Affluent Customer,N,Yes,14,7 Myrtle Lane,2324,NSW,Australia,8,152,1.221875,61,51-70,0,Gold,11,Very Loyal,"Most recent, buys often, spends large amount of money",2
148,Archibald,Blessed,Male,61,1969-02-10,VP Sales,Financial Services,Mass Customer,N,Yes,18,7795 Memorial Drive,2016,NSW,Australia,11,153,1.21875,54,51-70,2,Silver,7,Late bloomer,"No purchases recently, but RFM value is larger than average",6
149,Feodor,Englishby,Male,54,1961-08-14,Account Coordinator,Health,Mass Customer,N,No,11,24695 Boyd Road,3201,VIC,Australia,5,154,1.203125,61,51-70,2,Gold,11,Very Loyal,"Most recent, buys often, spends large amount of money",2
150,Skippie,Yearsley,Male,6,1956-09-04,Compensation Analyst,Financial Services,Mass Customer,N,No,9,95306 John Wall Avenue,4350,QLD,Australia,5,155,1.2,66,51-70,2,Platinum,5,High Risk Customer,"Purchase was long time ago, frequency is quite high, amount spent is high",8
151,Tessa,Friese,Female,89,1976-10-24,Health Coach II,Financial Services,Mass Customer,N,No,21,98158 Alpine Point,4212,QLD,Australia,9,157,1.1953125,46,31-50,2,Bronze,5,High Risk Customer,"Purchase was long time ago, frequency is quite high, amount spent is high",8
152,Roseanne,Caruth,Female,16,1957-05-25,Programmer Analyst III,Health,Mass Customer,N,No,7,33652 Lyons Alley,2763,NSW,Australia,9,158,1.1875,65,51-70,2,Silver,6,Losing Customer,"Purchases was a while ago, below average RFM value",7
153,Tedra,Goodbanne,Female,4,1978-01-15,Senior Quality Engineer,Financial Services,Mass Customer,N,Yes,6,8 Debs Road,3934,VIC,Australia,9,158,1.1875,45,31-50,2,Silver,3,Evasive Customer,"Very low recency, Very low frequency, small amount spent",10
154,Roberto,Harme,Male,27,1951-06-11,Environmental Tech,Financial Services,High Net Worth,N,No,10,101 Starling Pass,2564,NSW,Australia,9,158,1.1875,71,71-92,1,Silver,10,Becoming Loyal,"Relatively recent, bought more than once, spends large amount of money",3
155,Nichole,Leisman,Male,37,1986-08-07,Geologist III,Property,Affluent Customer,N,No,4,35151 Bunker Hill Crossing,2068,NSW,Australia,12,158,1.1875,36,31-50,0,Gold,12,Platinum Customer,"Most recent buy, buys often, most spent",1
156,Amil,Ennor,Female,23,1995-08-04,Health Coach II,Health,Mass Customer,N,Yes,10,2093 Amoth Pass,3109,VIC,Australia,11,158,1.1875,27,20-30,2,Gold,10,Becoming Loyal,"Relatively recent, bought more than once, spends large amount of money",3
157,Shawna,Hinrichsen,Female,60,1969-08-27,Assistant Professor,Manufacturing,Affluent Customer,N,Yes,9,57343 Eagan Avenue,2326,NSW,Australia,2,163,1.18203125,53,51-70,0,Bronze,5,High Risk Customer,"Purchase was long time ago, frequency is quite high, amount spent is high",8
158,Fonsie,Levane,Male,96,1951-07-10,Account Representative III,Financial Services,High Net Worth,N,Yes,19,83 Armistice Terrace,4011,QLD,Australia,3,163,1.18203125,71,71-92,1,Silver,5,High Risk Customer,"Purchase was long time ago, frequency is quite high, amount spent is high",8
159,Emilie,Brody,Female,3,1979-05-22,Director of Sales,Financial Services,Mass Customer,N,Yes,3,5388 Burrows Alley,2073,NSW,Australia,11,163,1.18203125,43,31-50,2,Gold,5,High Risk Customer,"Purchase was long time ago, frequency is quite high, amount spent is high",8
160,Robert,Corkill,Male,55,1976-03-12,Clinical Specialist,Health,Mass Customer,N,No,4,5612 Toban Point,2227,NSW,Australia,10,166,1.175,47,31-50,2,Silver,5,High Risk Customer,"Purchase was long time ago, frequency is quite high, amount spent is high",8
161,Elvira,Kurten,Female,65,1973-03-18,Assistant Professor,Financial Services,High Net Worth,N,No,12,65 Ridge Oak Court,2471,NSW,Australia,3,166,1.175,50,31-50,1,Silver,6,Losing Customer,"Purchases was a while ago, below average RFM value",7
162,Juliana,Mitchenson,Female,55,1989-01-05,Environmental Tech,Manufacturing,Mass Customer,N,Yes,8,74 Russell Terrace,4350,QLD,Australia,4,166,1.175,34,31-50,2,Gold,11,Very Loyal,"Most recent, buys often, spends large amount of money",2
163,Regine,Bownes,Female,99,1952-07-01,Senior Developer,Retail,Affluent Customer,N,No,15,255 Loeprich Lane,3752,VIC,Australia,9,166,1.175,70,51-70,0,Silver,5,High Risk Customer,"Purchase was long time ago, frequency is quite high, amount spent is high",8
164,Abner,Fraschetti,Male,33,1986-01-23,Staff Scientist,Argiculture,Affluent Customer,N,No,13,67 Northport Avenue,3805,VIC,Australia,7,166,1.175,37,31-50,0,Platinum,6,Losing Customer,"Purchases was a while ago, below average RFM value",7
165,Alvira,Coulman,Female,42,1955-06-05,Account Representative II,Financial Services,Affluent Customer,N,No,14,823 Wayridge Trail,2205,NSW,Australia,9,166,1.175,67,51-70,0,Silver,10,Becoming Loyal,"Relatively recent, bought more than once, spends large amount of money",3
166,Sawyer,Sponton,Male,36,1956-02-22,Help Desk Technician,Property,Mass Customer,N,Yes,10,5 Golf Terrace,2126,NSW,Australia,11,166,1.175,67,51-70,2,Bronze,12,Platinum Customer,"Most recent buy, buys often, most spent",1
167,Feodor,Vickers,Male,60,1989-11-18,VP Quality Control,Financial Services,Mass Customer,N,Yes,4,40809 Truax Way,2209,NSW,Australia,6,173,1.171875,33,31-50,2,Bronze,9,Recent Customer,"Bought recently, not very often, average money spent",4
168,Paten,Cayet,Male,56,1995-02-19,Assistant Manager,Manufacturing,Affluent Customer,N,Yes,16,1398 Burning Wood Way,3850,VIC,Australia,1,174,1.16875,28,20-30,0,Silver,6,Losing Customer,"Purchases was a while ago, below average RFM value",7
169,Loria,Tappington,Female,72,1955-09-06,Research Assistant IV,Property,Mass Customer,N,No,5,3920 Swallow Junction,3038,VIC,Australia,8,174,1.16875,67,51-70,2,Silver,11,Very Loyal,"Most recent, buys often, spends large amount of money",2
170,Tanya,Kiefer,Female,54,1992-07-05,Speech Pathologist,Telecommunications,High Net Worth,N,No,7,4 Warner Park,2146,NSW,Australia,9,174,1.16875,30,20-30,1,Bronze,5,High Risk Customer,"Purchase was long time ago, frequency is quite high, amount spent is high",8
171,Devonne,Alderwick,Female,79,1939-01-29,Research Associate,Financial Services,High Net Worth,N,Yes,9,534 Lien Lane,3122,VIC,Australia,7,177,1.1625,84,71-92,1,Silver,6,Losing Customer,"Purchases was a while ago, below average RFM value",7
172,Omero,McDonand,Male,51,1952-04-01,Software Consultant,Manufacturing,Mass Customer,N,No,16,48 Shoshone Park,2066,NSW,Australia,9,177,1.1625,70,51-70,2,Silver,9,Recent Customer,"Bought recently, not very often, average money spent",4
173,Iain,Haversham,Male,92,1950-12-26,Sales Representative,Retail,Mass Customer,N,Yes,13,170 Briar Crest Place,2120,NSW,Australia,10,177,1.1625,72,71-92,2,Silver,9,Recent Customer,"Bought recently, not very often, average money spent",4
174,Keriann,Newham,Female,71,1975-03-26,Assistant Manager,Financial Services,Mass Customer,N,No,5,0193 Northland Street,4179,QLD,Australia,9,177,1.1625,48,31-50,2,Platinum,11,Very Loyal,"Most recent, buys often, spends large amount of money",2
175,Conroy,Rappaport,Male,39,1965-01-08,Assistant Manager,Health,High Net Worth,N,No,9,5219 Pearson Drive,2148,NSW,Australia,9,181,1.158125,58,51-70,1,Bronze,12,Platinum Customer,"Most recent buy, buys often, most spent",1
176,Dorian,Rustman,Male,78,1974-12-09,Junior Executive,Manufacturing,Mass Customer,N,No,18,6156 Summit Center,4352,QLD,Australia,7,181,1.158125,48,31-50,2,Platinum,4,Almost Lost Customer,"Very low recency, low frequency, but high amount spent",9
177,Quillan,Guinane,Male,36,1946-03-24,Community Outreach Specialist,Financial Services,High Net Worth,N,Yes,21,803 Badeau Point,2177,NSW,Australia,8,181,1.158125,77,71-92,1,Silver,10,Becoming Loyal,"Relatively recent, bought more than once, spends large amount of money",3
178,Harlin,Mazin,Male,34,1974-03-25,Computer Systems Analyst I,Manufacturing,Mass Customer,N,Yes,13,735 Westridge Road,2454,NSW,Australia,7,181,1.158125,49,31-50,2,Silver,4,Almost Lost Customer,"Very low recency, low frequency, but high amount spent",9
179,Eustacia,Dornan,Female,68,1985-09-02,Account Representative IV,Property,Mass Customer,N,No,5,1190 Hanson Street,3806,VIC,Australia,9,181,1.158125,37,31-50,2,Silver,11,Very Loyal,"Most recent, buys often, spends large amount of money",2
180,Maury,Galego,Male,65,1992-07-27,Social Worker,Health,High Net Worth,N,Yes,3,370 Division Junction,3032,VIC,Australia,10,181,1.158125,30,20-30,1,Platinum,4,Almost Lost Customer,"Very low recency, low frequency, but high amount spent",9
181,Reggie,Kernar,Female,26,1971-11-28,Senior Editor,Financial Services,High Net Worth,N,No,17,90 Northport Hill,2228,NSW,Australia,10,181,1.158125,51,51-70,1,Platinum,6,Losing Customer,"Purchases was a while ago, below average RFM value",7
182,Brigitte,Whellams,Female,67,1973-05-09,Payment Adjustment Coordinator,Financial Services,Mass Customer,N,Yes,17,77785 Veith Lane,2766,NSW,Australia,8,188,1.15625,49,31-50,2,Silver,8,Potential Customer,"Bought recently, never bought before, spent small amount",5
